"Word","Token","Frequency"
"sathya","-909473846","1"
"satiate","1871089263","1"
"satiating","-1474507924","1"
"satin","109209483","4"
"satire","-909473098","118"
"satires","1871105149","7"
"satiric","1871105257","3"
"satirical","-1459141932","25"
"satirically","-2076054687","1"
"satiricle","-1459141598","1"
"satiricon","-1459141496","1"
"satirise","-2125278580","2"
"satirist","-2125278565","1"
"satirize","-2125278363","1"
"satirized","-1459119713","2"
"satirizes","-1459119698","1"
"satirizing","2011933410","1"
"satisfaction","-908062580","21"
"satisfactions","1914831207","1"
"satisfactorily","-764149129","4"
"satisfactory","-908056710","18"
"satisfied","-1458301902","41"
"satisfies","-1458301887","4"
"satisfy","1871106147","35"
"satisfying","2037762207","80"
"satisfyingly","-215602580","2"
"sato","3522889","4"
"satred","-909464853","1"
"satta","109209811","1"
"satuday","1871449069","1"
"saturate","-2114203985","2"
"saturated","-1115813995","11"
"saturation","-230491182","3"
"saturday","-2114201671","78"
"saturn","-909461557","3"
"saturnine","-1115437003","1"
"satya","109209966","3"
"satyagrah","-1016820544","2"
"satyric","1871581913","1"
"satyricon","-1001075080","1"
"sauce","109210249","4"
"saucepan","-2102571660","1"
"saucer","-909449463","4"
"saucers","1871837834","3"
"saucy","109210269","6"
"saudi","109210284","3"
"saudia","-909448395","1"
"saugages","-2099005260","1"
"saul","3522917","6"
"saunders","-2092452759","4"
"sauntered","-426750087","1"
"sauntering","-344346552","1"
"saura","109210710","19"
"saurabh","1872280348","2"
"sauron","-909434742","5"
"sausage","1872310291","2"
"sautet","-909433124","1"
"sauvage","1872399664","1"
"sauvages","-2085152445","2"
"savage","-909421545","45"
"savaged","1872703277","1"
"savagely","-2075740188","5"
"savagery","-2075740002","3"
"savages","1872703292","8"
"savaging","-2075736300","1"
"savala","-909421394","1"
"savalas","1872707973","7"
"savanna","1872710280","1"
"savannah","-2075523360","4"
"savant","-909421313","3"
"save","3522941","416"
"saved","109211271","113"
"saver","109211285","1"
"saves","109211286","52"
"saving","-909413638","116"
"savings","1872948409","7"
"savingtheday","10416389","1"
"savini","-909413636","11"
"savior","-909413596","8"
"saviour","1872949803","2"
"saviours","-2068098136","2"
"savitch","1872954040","1"
"savoir","-909408016","1"
"savor","109211595","6"
"savoring","-2062479305","1"
"savour","-909407644","5"
"savoured","-2062381565","2"
"savvy","109211819","9"
"saw","113641","1267"
"sawa","3522968","6"
"sawahla","1873627973","1"
"sawant","-909391522","2"
"sawed","109212232","3"
"sawing","-909383847","1"
"saws","3522986","1"
"sawyer","-909368739","3"
"sax","113642","5"
"saxon","109213513","6"
"saxophone","-2034184503","5"
"saxophones","1364789962","2"
"say","113643","2128"
"sayang","-909331953","1"
"sayer","109214168","1"
"sayeth","-909327922","1"
"sayin","109214288","2"
"saying","-909324265","375"
"sayings","1875718972","3"
"sayles","-909321649","1"
"sayonara","-1976718586","1"
"says","3523048","470"
"sayuri","-909312607","5"
"sb","3663","1"
"sbd","113653","1"
"sbord","109234738","1"
"sbs","113668","3"
"sc","3664","1"
"scabby","-908199288","1"
"scabrous","-900683892","1"
"scacchi","1910623474","3"
"scaffolding","-1005618132","1"
"scale","109250890","85"
"scaled","-908189606","4"
"scales","-908189591","5"
"scalese","1910893852","1"
"scalia","-908189485","1"
"scaling","1910897543","1"
"scalise","1910897696","2"
"scalisi","1910897700","1"
"scally","-908189368","1"
"scalp","109250901","1"
"scalped","1910903988","1"
"scalpel","1910903996","4"
"scalps","-908189250","1"
"scam","3524220","11"
"scammed","1910930896","2"
"scamming","-890680111","1"
"scamper","1910933793","1"
"scams","109250935","2"
"scan","3524221","13"
"scandal","1910951922","15"
"scandalous","-622689765","6"
"scandalously","-1404406552","1"
"scandals","-890032447","5"
"scandanavian","-1360057715","1"
"scandinavian","1445004437","5"
"scanned","1910961648","4"
"scanner","1910961662","2"
"scanners","-889730507","2"
"scanning","-889726799","5"
"scant","109250967","6"
"scantily","-889548097","16"
"scantly","1910967652","1"
"scanty","-908187198","2"
"scape","109251014","2"
"scapegoat","-1762839071","3"
"scapegoats","1186563762","3"
"scapes","-908185747","1"
"scapinelli","1307257416","5"
"scar","3524225","3"
"scaramouche","-1763268947","1"
"scarce","-908183901","9"
"scarcely","-886364304","10"
"scare","109251076","85"
"scarecreow","-1336997190","1"
"scarecrow","-1705696613","38"
"scarecrows","-1336987336","25"
"scared","-908183840","114"
"scaredy","1911072153","1"
"scarefest","-1705619612","1"
"scarefests","-1334600305","1"
"scareless","-1705440867","1"
"scares","-908183825","67"
"scarf","109251077","5"
"scarface","-886279074","21"
"scarfing","-886271043","1"
"scarfs","-908183794","2"
"scarier","1911076021","18"
"scariest","-886185346","26"
"scarily","1911076245","2"
"scariness","-1701687201","5"
"scaring","1911076289","14"
"scarlatti","-1699289485","1"
"scarlet","1911078906","13"
"scarlett","-886095942","16"
"scarman","1911079737","4"
"scarole","1911081991","1"
"scarred","1911084656","15"
"scarring","-885913551","2"
"scars","109251090","9"
"scarsely","-885887648","1"
"scarves","1911088515","3"
"scarwid","1911089585","5"
"scary","109251096","435"
"scat","3524227","5"
"scatalogical","953036811","1"
"scathed","1911134628","1"
"scathing","-884364419","6"
"scathingly","529321418","2"
"scatman","1911139319","5"
"scatological","-417422275","2"
"scatter","1911146174","3"
"scattered","-1634526243","16"
"scattering","869298276","2"
"scatters","-884010635","1"
"scatty","-908181432","1"
"scavenger","-1590863194","1"
"scavengers","-2072118643","1"
"sccm","3524282","1"
"scctm","109253068","1"
"sceam","109254401","1"
"sceenplay","1480831922","1"
"scen","3524345","1"
"scenario","-775588976","78"
"scenarios","1726545635","20"
"scenarist","1726545760","3"
"scenarists","1983311123","1"
"scene","109254796","2175"
"scened","-908068520","1"
"sceneries","1730239409","7"
"scenery","1914647507","160"
"scenes","-908068505","2082"
"scenese","1914647518","1"
"scenic","-908068397","15"
"scenics","1914650880","2"
"scenography","586103041","1"
"scent","109254811","7"
"scented","1914661498","1"
"sceptic","1914721203","1"
"sceptical","1801076510","4"
"sceptically","-37290709","2"
"scepticism","-1195024","1"
"scf","113686","1"
"scfi","3524371","1"
"sch","113688","2"
"schaech","1917030305","7"
"schaffer","-701569994","3"
"schaffner","-273824974","5"
"schapelle","-264621273","1"
"schartzscop","1319611200","1"
"scharzenfartz","1399443555","1"
"schedule","-697920873","13"
"scheduled","-160710483","8"
"schedulers","-687057128","1"
"schedules","-160710468","2"
"scheduling","-687053420","4"
"scheffer","-697875910","2"
"scheider","-697788459","14"
"scheie","-907987671","1"
"scheitz","1917153858","1"
"schell","-907987571","5"
"schelsinger","-1373611269","1"
"schematic","-152986803","3"
"schematically","721872837","1"
"scheme","-907987547","35"
"schemer","1917157229","2"
"schemes","1917157230","7"
"scheming","-697664222","16"
"schenck","1917158121","1"
"schepisi","-697574692","6"
"schepsi","1917160537","1"
"schfrin","1917191945","1"
"schiavelli","-1517175638","8"
"schieder","-694213539","2"
"schiff","-907983919","1"
"schifrin","-694170174","1"
"schildkraut","875186448","8"
"schiller","-693997314","2"
"schilling","-39076431","3"
"schindler","-37465102","8"
"schine","-907983672","1"
"schintzy","-693929386","1"
"schitzoid","-31265581","1"
"schizoid","-693577247","2"
"schizophrenia","1568552693","8"
"schizophreniac","1380493326","4"
"schizophrenic","1568552695","13"
"schlesinger","318568013","7"
"schlessinger","1567557886","1"
"schlingensief","411388718","1"
"schlitz","1917362395","1"
"schlock","1917367619","26"
"schlocky","-691145834","10"
"schlongs","-691135393","1"
"schloss","1917368123","1"
"schlub","-907980575","2"
"schlubs","1917373362","1"
"schlump","1917373700","1"
"schmaltz","-690630458","3"
"schmaltzy","65292403","3"
"schmid","-907979984","9"
"schmidt","1917391684","3"
"schmitz","1917392186","3"
"schmoe","-907979797","1"
"schmoke","1917397652","2"
"schmuck","1917403176","1"
"schnaas","1917413693","3"
"schnappmann","174715871","1"
"schneebaum","-1275907443","17"
"schneider","97510231","26"
"schnitz","1917421977","1"
"schnoz","-907978815","1"
"schoedsack","-388821396","1"
"schoen","-907978176","1"
"scholar","1917454054","8"
"scholarly","132379379","2"
"scholars","-688466355","9"
"scholarship","-1632240094","4"
"scholarships","940164753","3"
"scholastic","-191169465","1"
"scholes","1917454179","2"
"scholl","-907977961","1"
"schombing","133324086","1"
"school","-907977868","646"
"schoolboy","135462360","4"
"schoolboys","-95634021","2"
"schoolchildren","1044579699","3"
"schooled","-688366829","2"
"schooler","-688366815","1"
"schoolers","135465330","3"
"schoolfriend","-1593180398","1"
"schoolgirl","-95491056","2"
"schoolgirls","1334744675","2"
"schoolhouse","1335850028","1"
"schooling","135469038","2"
"schoolish","135469194","1"
"schoolkid","135470802","1"
"schoolkids","-95372319","1"
"schoolmate","-95319943","2"
"schoolmates","1340049178","2"
"schools","1917457279","19"
"schoolteacher","1311532526","3"
"schoolyard","-94962514","1"
"schooner","-688364893","1"
"schotland","140078952","2"
"schrader","-686021014","5"
"schrage","1917533029","1"
"schramm","1917533223","1"
"schreiber","212024913","1"
"schrieber","215599833","4"
"schrim","-907975170","1"
"schroeder","221142881","1"
"schtick","1917600181","8"
"schtupp","1917612121","1"
"schtupping","222797033","1"
"schubert","-683219294","2"
"schuer","-907972406","1"
"schulberg","304171751","1"
"schulm","-907972194","1"
"schulmaedchenreport","502693476","1"
"schulman","-682914229","1"
"schultz","1917633397","2"
"schumacher","867026179","14"
"schwadel","-681403415","2"
"schwartz","-681389482","4"
"schwartzman","-1258509500","2"
"schwarz","1917682346","2"
"schwarzenberg","-2112028405","3"
"schwarzeneggar","-1045551613","1"
"schwarzenegger","-1045551489","17"
"schwarzenneger","-1037299382","1"
"schwimmer","358994487","5"
"schya","109258016","1"
"schygulla","414643314","6"
"sci","113689","263"
"sciamma","1917961817","6"
"science","1918081636","223"
"sciences","-669011313","4"
"scientific","1341032489","53"
"scientist","735996184","123"
"scientists","1341045339","51"
"scientology","-1371939918","1"
"scifi","109258396","26"
"scintilla","998874615","1"
"scintillating","21110117","1"
"scion","109258680","1"
"scions","-907948101","1"
"scissorhands","948325256","1"
"scissors","-655921129","3"
"scob","3524643","1"
"scoff","109264159","5"
"scoffed","1923644926","1"
"scoffing","-496545181","1"
"scofield","-496459717","2"
"scoggins","-495591857","4"
"scola","109264340","4"
"scold","109264343","3"
"scolded","1923821750","1"
"scolding","-491063637","1"
"scolds","-907772548","1"
"scooby","-907769721","90"
"scoop","109264448","29"
"scooped","1923922655","2"
"scoops","-907769293","1"
"scooter","1923926513","2"
"scooters","-487820126","1"
"scope","109264468","35"
"scoping","1923946001","1"
"scopophilia","-869257391","1"
"scorcese","-485555993","14"
"scorcesee","2127633502","2"
"scorch","-907766824","1"
"scorching","2127713546","3"
"score","109264530","470"
"scored","-907766766","25"
"scorer","-907766752","1"
"scores","-907766751","44"
"scoring","1924005583","14"
"scorn","109264539","1"
"scorned","1924010106","6"
"scorning","-485224601","1"
"scorns","-907766472","1"
"scorpion","-485164981","13"
"scorpione","2139754874","3"
"scorpions","2139754888","1"
"scorscese","2142337236","1"
"scorsese","-485079337","38"
"scot","3524661","7"
"scotch","-907764902","3"
"scotched","-483706503","1"
"scotland","-483444832","27"
"scots","109264606","1"
"scotsman","-483225156","3"
"scott","109264607","250"
"scottish","-483198657","39"
"scotts","-907764364","1"
"scotty","-907764358","8"
"scoundrals","213636706","1"
"scoundrel","-2071318355","2"
"scoundrels","213640550","1"
"scoured","1924103323","1"
"scourge","1924103386","2"
"scouring","-482334874","2"
"scours","-907763465","1"
"scouse","-907763448","1"
"scouser","1924104298","1"
"scout","109264638","6"
"scouting","-482275292","1"
"scouts","-907763403","3"
"scowl","109264692","4"
"scowling","-480666578","4"
"scowls","-907761729","3"
"scoyk","109264753","1"
"scrabble","-415401288","1"
"scrabbles","7462075","1"
"scraggly","-415247508","3"
"scramble","-415073587","2"
"scrambled","17620791","2"
"scrambling","546248778","1"
"scrap","109266897","5"
"scrapbook","20394554","2"
"scrape","-907693388","3"
"scraped","1926276144","6"
"scrapes","1926276159","3"
"scraping","-414977423","5"
"scrapped","-414970978","2"
"scrapping","20805827","2"
"scrappy","1926276506","14"
"scraps","-907693374","2"
"scrapyard","21066379","1"
"scrat","109266901","5"
"scratch","1926279930","25"
"scratched","24111385","4"
"scratches","24111400","5"
"scratchier","747456924","1"
"scratching","747457192","12"
"scratchy","-414864193","3"
"scrawled","-414766285","2"
"scrawny","1926283171","8"
"scream","-907690001","97"
"screamed","-411726642","16"
"screamer","-411726628","2"
"screaming","121380243","106"
"screamingly","682300000","3"
"screams","1926381156","52"
"scree","109267010","1"
"screech","1926384679","2"
"screecher","124775188","1"
"screeches","124775189","5"
"screeching","-426932645","10"
"screechy","-411616974","1"
"screeds","1926384721","1"
"screen","-907689876","1009"
"screenacting","-1293533828","1"
"screened","-411606517","24"
"screener","-411606503","2"
"screeners","125100410","1"
"screenin","-411606383","1"
"screening","125104118","93"
"screenings","-416739523","6"
"screenlay","125106616","1"
"screenplay","-416533088","280"
"screenplays","-27623725","14"
"screens","1926385031","32"
"screenwriter","-650157089","62"
"screenwriters","1319966836","20"
"screenwriting","1319970544","3"
"screenwrtier","-649839959","1"
"screw","109267028","35"
"screwball","141362259","26"
"screwdriver","-1516940932","3"
"screwdrivers","219471479","1"
"screwed","1926402035","26"
"screweyes","141474486","4"
"screwfly","-411077729","1"
"screwier","-411075070","1"
"screwing","-411074802","7"
"screwloose","96918218","1"
"screws","-907689313","9"
"screwy","-907689307","2"
"scribble","-408013120","1"
"scribbled","236495268","1"
"scribbling","-1258577027","2"
"scribblings","-361182058","1"
"scribe","-907686134","4"
"scribes","1926501033","2"
"scrimmages","-933827525","1"
"scrip","109267145","2"
"script","-907685685","1193"
"scripted","-407578966","47"
"scripter","-407578952","1"
"scripting","249958199","17"
"scriptors","249964101","1"
"scripts","1926514952","65"
"scripturally","-621412448","1"
"scripture","249969853","6"
"scriptures","-840869034","5"
"scriptwise","-840817681","1"
"scriptwriter","-563908354","14"
"scriptwriters","-301289675","11"
"scriptwriting","-301285967","4"
"scrivener","255056997","1"
"scroll","-907680051","7"
"scrolling","417800693","3"
"scrolls","1926689606","1"
"scrooge","1926692320","34"
"scrooged","-402080124","3"
"scrooges","-402080109","3"
"scrotal","1926696946","1"
"scrotum","1926697567","2"
"scrounge","-401894588","1"
"scrounges","426169775","1"
"scrounging","326364929","3"
"scrub","109267503","4"
"scrubbed","-396931086","1"
"scrubbing","580042479","1"
"scrubs","-907674588","4"
"scruffy","1926862406","6"
"scrumptious","658509058","1"
"scruples","-396504387","2"
"scrupulous","1219893561","1"
"scrupulously","-208356218","5"
"scrutinize","1323381870","1"
"scrutinized","-1924834890","1"
"scrutiny","-396387821","10"
"scrye","109267630","1"
"scryeeee","-393144745","2"
"scrying","1926984683","2"
"sctv","3524818","9"
"scuba","109269796","1"
"scuddamore","-411293967","7"
"scuffed","1929186052","1"
"scuffle","1929186270","3"
"scuffling","-1477859045","1"
"scully","-907593548","3"
"sculpting","-1296610601","1"
"sculptor","-318920626","4"
"sculpts","1929374888","1"
"sculpture","-1296598947","5"
"sculptures","-1539861578","5"
"scum","3524840","11"
"scumbag","1929390624","3"
"scumbags","-318432685","7"
"scummiest","-1271083390","1"
"scummy","-907592556","3"
"scuppered","-1182532495","1"
"scurries","-313330798","1"
"scurrilous","-462977723","1"
"scurry","-907587596","3"
"scurrying","-1122839698","2"
"scuttle","1929616798","3"
"scuttled","-311421306","2"
"scuttling","-1064121637","1"
"scuzzy","-907579660","1"
"scwarz","-907544350","1"
"scwatch","1930897535","1"
"scythe","-907466840","2"
"se","3666","15"
"se7en","109269902","2"
"sea","113743","102"
"seaboard","874220535","2"
"seachange","1353193663","1"
"seachd","-906351120","2"
"seadly","-906350014","1"
"seafaring","1433118330","4"
"seafood","1967982893","2"
"seafront","878017338","1"
"seagal","-906347485","60"
"seagall","1967999145","2"
"seagals","1967999152","4"
"seagoing","878845707","1"
